event,round,name,scores
2009 Teahupoo,round_2,Dayyan Neve,"[1.5, 0.5, 0.2, 3.77, 0.3, 4.17, 3.07, 1.57, 0.23]"
2009 Teahupoo,round_2,Adriano de Souza,"[4.67, 2.6, 0.6, 2.7, 7.0]"
2009 Teahupoo,round_2,Dustin Barca,"[4.17, 1.43, 1.87, 1.37, 4.23, 4.57, 4.0, 0.47]"
2009 Teahupoo,round_2,Jordy Smith,"[1.93, 1.0, 8.83, 7.5, 5.17, 1.43]"
2009 Teahupoo,round_2,Heitor Alves,"[8.17, 1.2, 1.27, 6.17, 0.7]"
2009 Teahupoo,round_2,Aritz Aranburu,"[4.83, 9.77, 0.83, 7.5]"
2009 Teahupoo,round_2,Kelly Slater,"[1.17, 5.0, 1.17, 0.77, 8.5, 0.5, 4.1, 0.93, 0.47, 6.5]"
2009 Teahupoo,round_2,Damien Hobgood,"[0.5, 5.83, 5.67, 6.0, 1.0, 8.23, 7.83, 0.93, 1.5, 0.2]"
2009 Teahupoo,round_2,Dean Morrison,"[2.17, 4.77, 1.33, 1.73, 2.1, 1.23, 0.43, 4.23, 0.6]"
2009 Teahupoo,round_2,Mick Fanning,"[2.27, 2.13, 4.67, 1.43, 3.83, 1.8, 0.27, 1.53, 9.17]"
2009 Teahupoo,round_2,Ben Dunn,"[1.33, 4.83, 2.57, 6.6]"
2009 Teahupoo,round_2,Tom Whitaker,"[5.83, 8.33, 0.37, 2.0]"
2009 Teahupoo,round_2,Tim Boal,"[0.5, 4.0, 0.43]"
2009 Teahupoo,round_3,C.J. Hobgood,"[5.17, 7.67, 1.0, 2.33, 7.83, 4.27, 1.77]"
2009 Teahupoo,round_3,Jay Thompson,"[4.17, 1.67, 0.53, 2.0, 0.93]"
2009 Teahupoo,round_3,Taj Burrow,"[4.67, 6.27, 0.9, 1.13, 1.93, 5.77, 1.83]"
2009 Teahupoo,round_3,Kieren Perrow,"[1.5, 0.73, 2.73, 1.83, 6.67, 0.87, 1.03]"
2009 Teahupoo,round_3,Mick Campbell,"[5.67, 8.77, 6.3, 2.9, 4.2]"
2009 Teahupoo,round_3,Josh Kerr,"[3.83, 3.5, 4.67, 0.5, 0.7]"
2009 Teahupoo,round_3,Taylor Knox,"[6.43, 9.03, 0.6]"
2009 Teahupoo,round_3,Joel Parkinson,"[3.0, 2.4, 2.2, 1.17, 1.87, 2.57, 0.5, 1.53, 0.57]"
2009 Teahupoo,round_3,Bobby Martinez,"[9.5, 3.67, 0.5, 2.67, 3.53, 0.2, 0.33]"
2009 Teahupoo,round_3,Andy Irons,"[4.33, 1.0, 1.13, 5.83]"
2009 Teahupoo,round_3,Adriano de Souza,"[4.83, 2.0, 1.27, 1.23, 5.9, 1.67, 5.7, 7.67]"
2009 Teahupoo,round_3,Jordy Smith,"[1.33, 2.17, 0.67, 0.73, 1.17, 6.5]"
2009 Teahupoo,round_3,Aritz Aranburu,"[2.83, 5.33, 0.5, 0.5, 0.57, 7.23, 3.83]"
2009 Teahupoo,round_3,Damien Hobgood,"[1.5, 4.33, 1.63, 0.47, 4.83]"
2009 Teahupoo,round_3,Tom Whitaker,"[1.5, 1.7, 0.3, 4.5, 0.73, 3.93, 0.7, 4.93, 1.13]"
2009 Teahupoo,round_3,Mick Fanning,"[1.5, 0.5, 2.27, 1.07, 3.73, 0.93, 5.67]"
2009 Teahupoo,quarter,Taj Burrow,"[8.0, 0.7, 5.17, 0.77, 3.83, 7.33, 0.43]"
2009 Teahupoo,quarter,C.J. Hobgood,"[5.83, 0.37, 6.23, 7.33, 6.73, 2.17, 2.53, 1.67, 4.93]"
2009 Teahupoo,quarter,Mick Campbell,"[3.33, 0.3, 0.83, 7.17, 5.67, 4.17]"
2009 Teahupoo,quarter,Taylor Knox,"[1.0, 0.5, 3.33, 3.6, 0.47, 1.2, 1.3, 6.57, 2.5]"
2009 Teahupoo,quarter,Bobby Martinez,"[5.33, 8.0, 7.93, 1.4]"
2009 Teahupoo,quarter,Adriano de Souza,"[5.5, 2.5, 3.33, 0.37, 1.0, 3.9, 4.93, 7.17, 2.43]"
2009 Teahupoo,quarter,Aritz Aranburu,"[6.33, 1.43, 1.1, 2.0, 3.5, 5.33, 4.0, 1.0, 0.3]"
2009 Teahupoo,quarter,Tom Whitaker,"[1.07, 2.67, 6.83, 3.83]"
2009 Teahupoo,semi,Taj Burrow,"[4.67, 2.67, 1.03, 6.33, 8.53, 1.07, 1.03, 0.6]"
2009 Teahupoo,semi,Mick Campbell,"[1.0, 3.83, 1.67, 1.67, 0.83, 0.83, 6.17]"
2009 Teahupoo,semi,Bobby Martinez,"[4.67, 0.37, 0.63, 0.9, 8.5, 8.67, 0.77]"
2009 Teahupoo,semi,Aritz Aranburu,"[1.07, 8.4, 5.33, 6.83, 0.37, 1.23, 2.33]"
2009 Teahupoo,final,Bobby Martinez,"[8.73, 9.73, 1.9, 2.5]"
2009 Teahupoo,final,Taj Burrow,"[8.17, 1.0, 1.5, 5.67, 6.17, 0.87, 7.93, 1.57, 7.33, 0.73]"
2009 Santa Catarina,round_1,Tim Boal,"[5.83, 3.5, 5.17, 0.87, 6.83]"
2009 Santa Catarina,round_1,Greg Emslie,"[2.0, 0.5, 1.0, 6.07]"
2009 Santa Catarina,round_1,Jordy Smith,"[3.17, 2.57, 2.93, 1.07, 0.97]"
2009 Santa Catarina,round_1,Josh Kerr,"[7.33, 8.5, 1.5, 0.5, 1.0, 4.4]"
2009 Santa Catarina,round_1,Freddy Patacchia Jr.,"[1.0, 7.83, 4.67, 7.0, 6.57, 1.33]"
2009 Santa Catarina,round_1,Mikael Picon,"[8.1, 3.67, 5.0, 1.63]"
2009 Santa Catarina,round_1,Bobby Martinez,"[1.5, 3.17, 6.5, 7.83]"
2009 Santa Catarina,round_1,Jihad Khodr,"[2.67, 6.83, 5.67, 1.0, 0.2, 0.47]"
2009 Santa Catarina,round_1,Phillip MacDonald,"[4.5, 1.03]"
2009 Santa Catarina,round_1,Tim Reyes,"[2.0, 0.77, 4.5, 0.5, 5.67, 4.03, 1.47, 2.93]"
2009 Santa Catarina,round_1,Kelly Slater,"[1.0, 2.5, 6.83, 0.5, 2.87]"
2009 Santa Catarina,round_1,Marlon Lipke,"[3.5, 0.3, 4.57, 3.37]"
2009 Santa Catarina,round_1,Mick Fanning,"[3.0, 0.5, 2.4, 6.93, 9.5, 2.2, 6.83]"
2009 Santa Catarina,round_1,Aritz Aranburu,"[5.33, 1.67, 4.2, 4.07, 7.2, 0.4, 0.53]"
2009 Santa Catarina,round_1,Nathaniel Curran,"[1.0, 3.27, 3.93, 1.67, 2.13]"
2009 Santa Catarina,round_1,Bede Durbidge,"[1.0, 5.83, 2.23, 8.17, 1.0, 3.0]"
2009 Santa Catarina,round_1,Dean Morrison,"[0.5, 3.0, 7.0, 2.07, 3.07, 5.23]"
2009 Santa Catarina,round_1,Kekoa Bacalso,[]
2009 Santa Catarina,round_1,Neco Padaratz,"[6.83, 4.5, 3.33, 6.57]"
2009 Santa Catarina,round_1,Adriano de Souza,"[6.17, 2.67, 4.43, 0.63, 2.67, 0.7]"
2009 Santa Catarina,round_1,Joel Parkinson,"[2.83, 6.0, 0.5, 1.5, 0.93, 0.27, 1.0, 1.2]"
2009 Santa Catarina,round_1,Kai Otton,"[8.33, 0.63, 7.67, 6.17, 0.47]"
2009 Santa Catarina,round_1,Guilherme Ferreira,"[7.0, 0.6, 1.0, 3.17, 0.4, 3.37, 0.8, 3.1, 0.57]"
2009 Santa Catarina,round_1,Taj Burrow,"[2.33, 1.17, 3.83, 0.73, 2.87, 2.3]"
2009 Santa Catarina,round_1,Jay Thompson,"[1.67, 1.17, 4.0, 1.5, 8.07, 0.83, 6.4]"
2009 Santa Catarina,round_1,Gustavo Fernandes,"[4.93, 6.0, 4.57, 1.83, 5.17, 7.57, 0.7, 0.4]"
2009 Santa Catarina,round_1,Dayyan Neve,"[4.83, 4.1, 1.6, 1.6, 2.17, 3.37, 5.03, 0.73]"
2009 Santa Catarina,round_1,C.J. Hobgood,"[3.0, 5.83, 0.8, 0.5, 4.5, 6.87]"
2009 Santa Catarina,round_1,Bernardo Miranda,"[1.5, 2.67, 1.0, 2.83, 7.33, 3.9]"
2009 Santa Catarina,round_1,Tom Whitaker,"[1.0, 1.3, 3.33, 4.67]"
2009 Santa Catarina,round_1,Dane Reynolds,"[1.83, 7.33, 0.57, 2.73, 1.57, 6.53]"
2009 Santa Catarina,round_1,Nic Muscroft,"[6.5, 0.27, 1.13, 0.87, 7.0]"
2009 Santa Catarina,round_1,Michel Bourez,"[0.93, 5.0, 0.63, 4.0, 1.23, 0.57, 5.07, 2.6]"
2009 Santa Catarina,round_1,Kieren Perrow,"[0.83, 2.83, 7.17, 6.33, 4.0, 0.2]"
2009 Santa Catarina,round_1,Drew Courtney,"[6.5, 1.27, 6.87, 1.17, 0.97]"
2009 Santa Catarina,round_1,Taylor Knox,"[3.17, 3.1, 4.67, 5.97, 4.17, 1.0, 0.23]"
2009 Santa Catarina,round_1,Roy Powers,"[5.83, 3.33, 0.7, 5.1]"
2009 Santa Catarina,round_1,Heitor Alves,"[6.17, 3.83, 1.57, 2.4]"
2009 Santa Catarina,round_1,Chris Ward,"[1.67, 5.0, 1.0, 1.27, 1.83, 0.63, 4.7]"
2009 Santa Catarina,round_1,Ben Dunn,"[5.77, 8.0, 0.9, 2.0, 0.83, 1.0, 0.37, 1.8]"
2009 Santa Catarina,round_1,Damien Hobgood,"[5.0, 1.07, 6.67, 6.53, 1.43]"
2009 Santa Catarina,round_1,Chris Davidson,"[4.0, 1.67, 5.17, 4.07, 4.2, 0.5, 1.27, 2.43]"
2009 Santa Catarina,round_1,Jeremy Flores,"[9.57, 2.87, 3.8, 1.47, 5.6, 4.3]"
2009 Santa Catarina,round_1,Tiago Pires,"[2.5, 3.13, 6.33, 0.93, 0.9, 6.17, 1.93, 4.8, 7.67]"
2009 Santa Catarina,round_1,Mick Campbell,"[3.07, 0.5, 0.97, 1.0, 4.83, 3.57, 5.87]"
2009 Santa Catarina,round_1,David Weare,"[7.17, 7.27, 0.5, 2.77, 0.5, 3.7, 3.93]"
2009 Santa Catarina,round_1,Dustin Barca,"[3.0, 3.43, 4.6, 1.0, 3.3, 5.5]"
2009 Santa Catarina,round_2,C.J. Hobgood,"[0.43, 3.5, 7.17, 5.83, 1.5, 0.6, 3.83]"
2009 Santa Catarina,round_2,Guilherme Ferreira,"[4.67, 1.0, 4.0, 4.5, 3.67]"
2009 Santa Catarina,round_2,Adriano de Souza,"[1.0, 4.67, 5.67, 1.83, 6.17]"
2009 Santa Catarina,round_2,Gustavo Fernandes,"[4.33, 1.13, 1.2, 3.33, 2.0, 4.37]"
2009 Santa Catarina,round_2,Kelly Slater,"[3.67, 1.0, 8.17, 2.07, 0.83, 2.23, 4.07, 4.87]"
2009 Santa Catarina,round_2,Bernardo Miranda,"[5.33, 4.83, 5.83]"
2009 Santa Catarina,round_2,Neco Padaratz,"[2.17, 7.0, 5.17, 4.67, 5.27, 6.4, 4.23, 2.07]"
2009 Santa Catarina,round_2,Freddy Patacchia Jr.,"[2.57, 6.33, 5.57, 3.77]"
2009 Santa Catarina,round_2,Jordy Smith,"[0.43, 5.0, 6.33, 4.37, 3.33, 9.0, 1.5, 7.07]"
2009 Santa Catarina,round_2,Nathaniel Curran,[]
2009 Santa Catarina,round_2,Kieren Perrow,"[7.17, 1.37, 6.33, 2.9, 4.83]"
2009 Santa Catarina,round_2,Damien Hobgood,"[4.0, 1.6, 0.2, 3.6, 4.67]"
2009 Santa Catarina,round_2,Marlon Lipke,"[5.33, 5.27, 1.7, 8.67, 4.83, 6.33]"
2009 Santa Catarina,round_2,Jeremy Flores,"[1.5, 0.5, 5.33, 5.07]"
2009 Santa Catarina,round_2,Phillip MacDonald,"[7.67, 2.67, 0.37, 2.73, 3.93]"
2009 Santa Catarina,round_2,Mikael Picon,"[4.33, 6.83, 0.83, 0.8]"
2009 Santa Catarina,round_2,Kai Otton,"[5.83, 6.4, 3.53, 1.73, 7.67]"
2009 Santa Catarina,round_2,Greg Emslie,"[2.17, 2.4, 2.1, 3.67, 4.67, 1.33, 0.83, 0.27]"
2009 Santa Catarina,round_2,Jay Thompson,"[2.5, 6.0, 6.77, 6.6, 6.83]"
2009 Santa Catarina,round_2,Dean Morrison,"[5.33, 2.03, 5.7, 5.33, 3.0, 1.0, 5.47]"
2009 Santa Catarina,round_2,Nic Muscroft,"[6.67, 1.0, 4.67, 4.9, 2.83, 1.1, 3.3, 4.0]"
2009 Santa Catarina,round_2,Roy Powers,"[1.57, 4.0, 4.93, 0.5, 0.2, 3.5, 3.5]"
2009 Santa Catarina,round_2,Aritz Aranburu,"[7.0, 0.73, 0.4, 5.43, 2.73]"
2009 Santa Catarina,round_2,Ben Dunn,"[4.67, 1.83, 0.43, 0.23, 7.27, 2.93, 1.0, 4.93, 2.77]"
2009 Santa Catarina,round_2,Jihad Khodr,"[6.5, 0.5, 2.47, 1.07, 2.07, 3.17, 0.67]"
2009 Santa Catarina,round_2,Tiago Pires,"[7.0, 2.0, 2.6, 2.47, 1.1, 1.93]"
2009 Santa Catarina,round_2,Dane Reynolds,"[0.93, 0.9, 1.5, 1.83, 6.33, 6.67, 5.2]"
2009 Santa Catarina,round_2,Dustin Barca,"[5.83, 4.0, 5.1, 5.03, 2.4, 1.37, 0.33, 1.07]"
2009 Santa Catarina,round_2,Drew Courtney,"[1.9, 6.83, 6.87, 3.87, 2.73, 5.43]"
2009 Santa Catarina,round_2,Heitor Alves,"[4.0, 5.0, 0.2, 0.4, 7.77]"
2009 Santa Catarina,round_2,David Weare,"[4.33, 8.4, 2.17]"
2009 Santa Catarina,round_3,Bede Durbidge,"[5.0, 0.93, 7.83, 2.57]"
2009 Santa Catarina,round_3,Michel Bourez,"[6.5, 2.83, 4.33, 5.33]"
2009 Santa Catarina,round_3,Damien Hobgood,"[7.0, 5.0, 1.0]"
2009 Santa Catarina,round_3,Heitor Alves,"[2.0, 2.5, 0.5]"
2009 Santa Catarina,round_3,Jeremy Flores,"[3.5, 6.17, 0.5, 5.67, 3.17, 7.5]"
2009 Santa Catarina,round_3,Tim Boal,"[5.33, 6.5, 6.03]"
2009 Santa Catarina,round_3,Adriano de Souza,"[0.5, 0.27, 7.6, 1.67, 8.6, 1.33, 7.93]"
2009 Santa Catarina,round_3,Greg Emslie,"[5.67, 0.83, 6.7, 0.97, 3.5, 7.17]"
2009 Santa Catarina,round_3,Bobby Martinez,"[6.83, 1.43, 4.17]"
2009 Santa Catarina,round_3,Tiago Pires,"[2.33, 0.93, 2.23, 4.77]"
2009 Santa Catarina,round_3,Dustin Barca,"[2.9, 6.17, 3.0, 1.4, 6.9]"
2009 Santa Catarina,round_3,Jordy Smith,"[5.5, 4.83, 3.67, 0.93, 1.77, 4.4, 3.2, 2.43]"
2009 Santa Catarina,round_3,Kekoa Bacalso,"[6.67, 3.17, 0.5, 4.0, 6.73]"
2009 Santa Catarina,round_3,Dean Morrison,"[4.67, 6.07, 2.7, 0.2]"
2009 Santa Catarina,round_3,Joel Parkinson,"[4.0, 4.0, 2.67, 0.63, 8.17, 7.0, 6.57]"
2009 Santa Catarina,round_3,Neco Padaratz,"[0.43, 1.5, 7.67, 5.0, 1.73, 7.0, 6.0, 5.33]"
2009 Santa Catarina,round_3,Taj Burrow,"[8.17, 5.0, 1.0, 1.1, 6.07, 1.77]"
2009 Santa Catarina,round_3,Nathaniel Curran,"[6.33, 0.83, 5.83, 4.43, 0.37, 0.7, 4.27, 4.17]"
2009 Santa Catarina,round_3,Tim Reyes,"[4.33, 4.83, 4.4, 7.67, 6.83]"
2009 Santa Catarina,round_3,Dayyan Neve,"[3.17, 6.17, 5.9, 1.0, 4.57]"
2009 Santa Catarina,round_3,Kelly Slater,"[5.67, 6.27, 8.7, 6.83, 3.6, 2.93, 2.0]"
2009 Santa Catarina,round_3,Ben Dunn,"[5.33, 4.6, 0.73, 5.13, 3.0, 3.43]"
2009 Santa Catarina,round_3,Tom Whitaker,"[7.0, 4.5]"
2009 Santa Catarina,round_3,Chris Davidson,"[4.83, 1.0, 2.17, 0.6]"
2009 Santa Catarina,round_3,C.J. Hobgood,"[9.17, 0.23, 2.17, 7.0, 5.0, 2.73]"
2009 Santa Catarina,round_3,Mikael Picon,"[1.3, 2.33, 4.17, 3.17, 5.07, 3.27]"
2009 Santa Catarina,round_3,Mick Campbell,"[2.83, 2.63, 7.0, 3.67, 1.0, 7.9, 5.67]"
2009 Santa Catarina,round_3,Josh Kerr,"[6.33, 4.77, 0.2]"
2009 Santa Catarina,round_3,Mick Fanning,"[2.67, 1.43, 6.5, 4.5]"
2009 Santa Catarina,round_3,Roy Powers,"[3.67, 0.2]"
2009 Santa Catarina,round_3,Chris Ward,"[0.73, 4.5, 1.33, 2.7, 6.5, 1.03, 5.17, 7.0]"
2009 Santa Catarina,round_3,Taylor Knox,"[6.93, 2.5, 3.67, 2.57, 3.67, 3.93]"
2009 Santa Catarina,round_4,Bede Durbidge,"[6.33, 8.67, 7.83, 8.23, 0.43]"
2009 Santa Catarina,round_4,Damien Hobgood,"[3.17, 6.33, 0.67, 7.17, 4.83, 1.33]"
2009 Santa Catarina,round_4,Adriano de Souza,"[5.83, 5.43, 7.77]"
2009 Santa Catarina,round_4,Jeremy Flores,"[3.0, 7.0, 1.0, 2.73]"
2009 Santa Catarina,round_4,Dustin Barca,"[5.0, 2.83, 6.17]"
2009 Santa Catarina,round_4,Bobby Martinez,"[3.67, 5.13, 0.27, 0.73]"
2009 Santa Catarina,round_4,Joel Parkinson,"[7.33, 7.33, 3.67]"
2009 Santa Catarina,round_4,Kekoa Bacalso,"[6.5, 6.83]"
2009 Santa Catarina,round_4,Taj Burrow,"[6.93, 0.93, 0.3, 6.27, 5.9, 2.17]"
2009 Santa Catarina,round_4,Tim Reyes,"[5.6, 6.73, 0.43, 4.33]"
2009 Santa Catarina,round_4,Kelly Slater,"[3.5, 7.5, 0.23, 5.83, 3.0, 9.6, 4.27, 7.77]"
2009 Santa Catarina,round_4,Tom Whitaker,"[8.0, 3.67, 3.1]"
2009 Santa Catarina,round_4,C.J. Hobgood,"[0.2, 6.17, 0.93, 7.67, 2.23, 2.13, 1.03]"
2009 Santa Catarina,round_4,Mick Campbell,"[4.83, 6.33, 5.93, 6.83, 5.53]"
2009 Santa Catarina,round_4,Mick Fanning,"[2.0, 6.17, 3.27, 5.93, 6.03]"
2009 Santa Catarina,round_4,Chris Ward,"[1.5, 3.17, 1.0, 4.17, 0.5, 3.97, 2.4]"
2009 Santa Catarina,quarter,Adriano de Souza,"[5.5, 3.33, 1.57, 7.17, 1.77, 2.07]"
2009 Santa Catarina,quarter,Bede Durbidge,"[0.6, 7.83, 0.4, 1.03, 3.5, 1.03]"
2009 Santa Catarina,quarter,Joel Parkinson,"[5.83, 1.93, 6.77, 8.0, 8.73]"
2009 Santa Catarina,quarter,Dustin Barca,"[2.33, 2.93, 6.17, 6.87, 1.4, 2.1]"
2009 Santa Catarina,quarter,Kelly Slater,"[2.5, 6.5, 7.1]"
2009 Santa Catarina,quarter,Taj Burrow,"[7.5, 5.67, 1.7, 0.33]"
2009 Santa Catarina,quarter,C.J. Hobgood,"[5.0, 4.67, 1.83, 7.87, 0.93]"
2009 Santa Catarina,quarter,Mick Fanning,"[6.0, 3.17, 0.87]"
2009 Santa Catarina,semi,Adriano de Souza,"[4.67, 5.83, 5.3, 6.7, 8.27, 4.07]"
2009 Santa Catarina,semi,Joel Parkinson,"[5.17, 6.93, 0.3, 5.47, 6.93, 3.07]"
2009 Santa Catarina,semi,Kelly Slater,"[5.33, 5.0, 6.83]"
2009 Santa Catarina,semi,C.J. Hobgood,"[1.33, 3.0, 3.93, 5.9]"
2009 Santa Catarina,final,Kelly Slater,"[6.0, 2.33, 1.93, 6.83, 9.27, 8.67]"
2009 Santa Catarina,final,Adriano de Souza,"[6.67, 5.33, 8.0, 5.1, 6.37]"
2009 J-Bay,round_1,Mikael Picon,"[4.17, 6.5, 5.33]"
2009 J-Bay,round_1,Tim Boal,"[4.83, 3.33, 1.0, 6.0]"
2009 J-Bay,round_1,Nathaniel Curran,"[1.5, 8.17, 4.67]"
2009 J-Bay,round_1,Jay Thompson,"[3.0, 2.83, 3.83, 3.7, 5.5]"
2009 J-Bay,round_1,Nic Muscroft,"[4.0, 4.1, 8.67, 0.87, 0.23, 6.5]"
2009 J-Bay,round_1,Josh Kerr,"[3.33, 5.5, 0.5, 2.23, 3.87]"
2009 J-Bay,round_1,Kai Otton,"[0.73, 0.23, 1.77, 5.67, 4.73]"
2009 J-Bay,round_1,Phillip MacDonald,"[1.83, 4.83, 2.33, 2.33, 2.57, 3.5, 0.5]"
2009 J-Bay,round_1,Dean Morrison,"[6.0, 1.67, 3.17, 1.43, 3.9, 4.83]"
2009 J-Bay,round_1,Marlon Lipke,"[5.17, 3.5, 3.13, 1.37]"
2009 J-Bay,round_1,Chris Ward,"[7.0, 0.73, 0.5, 5.67]"
2009 J-Bay,round_1,Torrey Meister,"[3.67, 2.0, 4.83, 0.27, 2.43, 1.73, 5.33, 0.27]"
2009 J-Bay,round_1,Sean Holmes,"[5.83, 7.33, 7.43, 2.67, 0.5, 8.5]"
2009 J-Bay,round_1,Dustin Barca,"[6.67, 5.67, 5.0, 5.53, 7.83]"
2009 J-Bay,round_1,Kekoa Bacalso,"[4.0, 7.5, 8.33, 4.0]"
2009 J-Bay,round_1,Ryan Payne,"[6.0, 2.0, 1.7, 0.4, 5.0, 0.9]"
2009 J-Bay,round_1,Tim Reyes,"[2.0, 0.5, 6.33, 6.33, 8.0, 1.83]"
2009 J-Bay,round_1,Devyn Mattheys,"[3.83, 0.9]"
2009 J-Bay,round_1,Heath Joske,"[3.0, 5.3, 3.57, 1.57]"
2009 J-Bay,round_1,Dayyan Neve,"[2.5, 5.0, 2.57, 3.03, 0.43]"
2009 J-Bay,round_1,Greg Emslie,"[6.17, 7.17, 0.5, 3.83]"
2009 J-Bay,round_1,Heitor Alves,"[2.17, 1.17, 2.6, 0.27, 6.9]"
2009 J-Bay,round_1,Chris Davidson,"[4.33, 6.67]"
2009 J-Bay,round_1,David Weare,"[5.5, 3.33]"
2009 J-Bay,round_1,Michel Bourez,"[5.83, 3.67, 3.5, 4.33, 8.5]"
2009 J-Bay,round_1,Aritz Aranburu,"[1.5, 5.0, 8.83, 1.4, 4.9, 2.33]"
2009 J-Bay,round_1,Roy Powers,"[3.33, 4.83]"
2009 J-Bay,round_1,Jihad Khodr,"[1.17, 2.33, 3.13]"
2009 J-Bay,round_1,Ben Dunn,"[2.13, 2.4, 3.67, 4.83]"
2009 J-Bay,round_1,Tiago Pires,"[2.0, 1.5, 1.63, 0.27, 1.77, 2.3, 3.5, 1.0]"
2009 J-Bay,round_1,Dane Reynolds,"[0.43, 2.5, 2.9, 5.0, 3.23, 0.77, 7.0]"
2009 J-Bay,round_1,Drew Courtney,"[0.43, 1.77, 0.83, 1.7, 1.13, 0.9, 0.83, 4.0, 0.83, 0.27, 1.63]"
2009 J-Bay,round_2,C.J. Hobgood,"[2.0, 0.37, 3.83, 5.5, 4.67, 3.4, 7.67, 1.77]"
2009 J-Bay,round_2,Mikael Picon,"[6.0, 2.13, 2.37, 2.93, 5.43, 7.1]"
2009 J-Bay,round_2,Kai Otton,"[1.33, 4.0, 4.4, 8.5, 3.73, 2.93]"
2009 J-Bay,round_2,Freddy Patacchia Jr.,"[5.33, 1.07, 5.9, 1.57]"
2009 J-Bay,round_2,Dean Morrison,"[7.33, 1.33, 3.83, 5.33, 6.5]"
2009 J-Bay,round_2,Jeremy Flores,"[5.33, 2.33, 1.0, 3.17, 6.0, 7.33, 1.43]"
2009 J-Bay,round_2,Nathaniel Curran,"[3.17, 2.33, 5.17, 2.3, 6.33]"
2009 J-Bay,round_2,Adriano de Souza,"[4.0, 3.87, 1.0, 1.97, 4.43, 3.4]"
2009 J-Bay,round_2,Bobby Martinez,"[8.83, 7.0, 6.5]"
2009 J-Bay,round_2,Roy Powers,"[1.5, 4.5, 0.93, 3.0]"
2009 J-Bay,round_2,Ben Dunn,"[5.83, 6.5, 3.67, 1.0, 9.23]"
2009 J-Bay,round_2,Tom Whitaker,"[2.5, 2.7, 0.5]"
2009 J-Bay,round_2,Kieren Perrow,"[6.33, 6.0, 6.77, 3.83, 5.77]"
2009 J-Bay,round_2,Kekoa Bacalso,"[4.83, 5.57, 4.57, 5.3]"
2009 J-Bay,round_2,Joel Parkinson,"[9.4, 6.83, 7.5]"
2009 J-Bay,round_2,Heath Joske,"[1.83, 1.0, 5.83, 2.0, 1.07, 1.2]"
2009 J-Bay,round_2,Sean Holmes,"[1.23, 8.67, 9.93, 1.0, 4.93]"
2009 J-Bay,round_2,Taj Burrow,"[1.9, 4.0, 5.33, 3.67, 1.77]"
2009 J-Bay,round_2,Mick Campbell,"[1.0, 6.33, 1.67, 2.07, 2.33, 7.17, 1.37]"
2009 J-Bay,round_2,Tim Reyes,"[2.93, 4.67, 4.67, 6.5]"
2009 J-Bay,round_2,Michel Bourez,"[6.5, 8.27, 10.0, 2.23, 4.93]"
2009 J-Bay,round_2,Mick Fanning,"[8.17, 2.0, 9.0, 0.5, 5.33]"
2009 J-Bay,round_2,Dane Reynolds,"[7.83, 1.07, 4.0, 1.8, 10.0, 4.67, 7.43]"
2009 J-Bay,round_2,Jordy Smith,"[8.5, 2.07, 0.5, 2.13, 1.3, 2.57, 5.4]"
2009 J-Bay,round_2,Kelly Slater,"[1.17, 9.0, 2.17, 9.27, 1.63, 5.5, 9.57, 9.23]"
2009 J-Bay,round_2,Nic Muscroft,"[1.4, 0.77, 0.23, 3.67, 5.67, 2.07]"
2009 J-Bay,round_2,Taylor Knox,"[0.83, 1.6, 9.6, 0.63, 4.0, 6.83]"
2009 J-Bay,round_2,Chris Ward,"[0.73, 0.93, 0.93, 7.83, 4.83, 1.07]"
2009 J-Bay,round_2,Bede Durbidge,"[9.0, 8.5, 1.13, 4.0, 0.33]"
2009 J-Bay,round_2,Greg Emslie,"[3.83, 9.17, 2.17, 1.07, 1.5, 0.2, 6.83]"
2009 J-Bay,round_2,Damien Hobgood,"[3.0, 5.5, 5.17, 6.33]"
2009 J-Bay,round_2,Chris Davidson,"[0.37, 2.17, 6.17, 4.83, 3.67, 2.23, 1.0, 4.73]"
2009 J-Bay,round_3,Kai Otton,"[0.37, 3.17, 4.83, 5.33, 0.93, 6.43, 8.17]"
2009 J-Bay,round_3,C.J. Hobgood,"[3.5, 0.83, 2.17, 6.67, 0.2, 0.43, 1.0, 1.87, 2.17]"
2009 J-Bay,round_3,Dean Morrison,"[8.0, 1.07, 9.63, 6.2, 2.77]"
2009 J-Bay,round_3,Nathaniel Curran,"[2.5, 6.0, 2.0, 2.73, 4.33, 5.57, 1.57]"
2009 J-Bay,round_3,Bobby Martinez,"[8.5, 3.67, 3.67, 6.5]"
2009 J-Bay,round_3,Ben Dunn,"[1.33, 5.17, 0.6, 7.33, 2.17]"
2009 J-Bay,round_3,Joel Parkinson,"[3.5, 10.0, 8.5, 2.0, 6.17]"
2009 J-Bay,round_3,Kieren Perrow,"[6.5, 3.0, 5.83, 3.37, 1.93]"
2009 J-Bay,round_3,Sean Holmes,"[4.0, 7.5, 8.0, 5.77]"
2009 J-Bay,round_3,Mick Campbell,"[6.5, 4.5, 2.0, 2.73, 2.63, 7.07, 1.7]"
2009 J-Bay,round_3,Dane Reynolds,"[6.5, 2.33, 1.5, 1.63, 8.83, 0.5, 6.83]"
2009 J-Bay,round_3,Michel Bourez,"[3.83, 1.0, 7.0, 2.67, 3.77, 3.17, 1.43]"
2009 J-Bay,round_3,Taylor Knox,"[8.0, 1.93, 4.0, 4.57, 1.63]"
